price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,total_sqft_larger_than_neighbours,price_per_sqft,is_renovated
450000,3,2.5,1990,12866,2,0,4,7,1990,0,1986,98072,47.7477,-122.17,2310,8803,12.34,1,30.29,0
523500,2,2,1600,5969,1,0,4,7,800,800,1950,98116,47.5691,-122.394,1520,5969,3.86,1,69.16,0
600000,3,2.5,2680,43995,2,0,3,9,2680,0,1986,98077,47.7655,-122.086,2520,37277,15.87,1,12.85,0
290000,3,2.5,2080,4828,2,0,3,8,2080,0,2002,98042,47.3737,-122.132,2190,4620,18.57,1,41.98,0
176000,3,3.25,1340,5434,2,0,3,7,1340,0,1986,98038,47.3779,-122.045,1670,6203,20.69,0,25.98,0
885000,3,2,2590,3750,1.5,0,5,7,1790,800,1904,98109,47.635,-122.353,2440,4000,2.21,0,139.59,0
483000,2,1.75,1240,3000,1.5,0,3,7,1240,0,1906,98105,47.6689,-122.326,1800,4080,4.34,0,113.92,0
240000,3,1,1310,7125,1,0,4,7,1310,0,1978,98042,47.3739,-122.148,1650,7290,18.19,0,28.45,0
720000,4,2.25,2530,5200,1,0,4,8,1530,1000,1957,98117,47.6985,-122.382,2240,5200,6.78,1,93.14,0
311000,4,2.5,1780,5822,2,0,3,7,1780,0,2001,98058,47.4455,-122.169,1990,4092,13.45,1,40.91,0
332500,3,2,1600,7995,1,0,3,7,1600,0,1950,98118,47.5177,-122.257,2440,6900,7.04,1,34.65,1
164950,3,1.75,1570,15330,1,0,3,7,1080,490,1956,98166,47.4608,-122.34,1250,13330,10.05,1,9.76,0
264500,3,1.75,1650,16200,1,0,3,7,1650,0,1976,98031,47.3926,-122.168,1650,8680,16.62,1,14.82,0
1740000,4,2.25,2920,6513,2,0,4,9,2260,660,1937,98112,47.638,-122.29,4510,9248,2.94,0,184.46,0
503000,2,1,870,4280,1,0,4,6,870,0,1921,98105,47.6697,-122.29,1750,4280,4.8,0,97.67,0
738000,4,2.5,2830,5010,2,0,3,9,2170,660,2000,98115,47.6952,-122.327,1880,5739,6.15,1,94.13,0
393000,2,1,980,3350,1,0,4,7,980,0,1925,98103,47.6858,-122.352,1260,4000,5.57,0,90.76,0
280000,2,1,990,45528,1,0,4,7,990,0,1992,98070,47.5013,-122.463,1730,45528,9.47,0,6.02,0
260000,4,2.5,2360,9647,1,0,3,8,1530,830,1964,98003,47.3367,-122.332,2580,9680,18.61,0,21.65,0
505000,2,1,1000,4640,1,0,3,7,1000,0,1915,98116,47.5659,-122.389,1940,5800,3.84,0,89.54,0
241000,3,1.5,1660,8000,1,0,4,7,1120,540,1976,98030,47.353,-122.172,1900,7500,19.01,1,24.95,0
530000,3,1.75,1520,9605,1,0,3,7,1520,0,1975,98052,47.667,-122.142,2040,9900,9.79,0,47.64,0
713000,1,1,1180,4000,1.5,0,4,8,840,340,1910,98118,47.5561,-122.266,1420,4000,4.63,0,137.64,0
487000,3,1.75,1770,10125,2,0,3,7,1770,0,1944,98133,47.7289,-122.353,1680,9825,8.53,1,40.94,0
128000,2,1,980,5393,1,0,3,6,980,0,1969,98042,47.3674,-122.081,980,5200,20.23,1,20.08,0
210500,3,1,1840,10178,1,0,3,7,1040,800,1960,98198,47.3979,-122.317,2040,10660,14.4,0,17.52,0
420000,3,2.5,1810,7210,1,0,5,7,1210,600,1968,98059,47.5067,-122.163,1770,7210,10.45,1,46.56,0
679000,3,2.5,1780,4320,2,0,4,8,1780,0,1930,98115,47.6809,-122.293,1690,4952,5.47,0,111.31,1
784950,4,2.75,2840,4227,3,0,3,9,2840,0,2014,98052,47.7097,-122.107,2880,4227,12.67,0,111.07,0
352000,4,2.5,2650,6366,2,0,3,9,2650,0,1998,98092,47.3325,-122.171,2650,6200,20.34,1,39.04,0
386000,3,1.5,1270,1318,2,0,3,7,1080,190,2004,98199,47.6526,-122.384,1360,1488,4.01,0,149.15,0
335000,3,1.75,1260,17000,1,0,3,7,1260,0,1994,98146,47.5114,-122.361,1540,7213,6.68,1,18.35,0
472500,3,2,1750,15500,1,0,3,7,1490,260,1982,98075,47.5887,-122.065,2450,50094,12.49,0,27.39,0
599950,5,2.25,2680,13292,1,0,3,8,1340,1340,1976,98028,47.7422,-122.257,2220,13181,10.02,1,37.56,0
963990,4,3.25,3830,6765,2,0,3,9,3830,0,2014,98053,47.685,-122.016,3830,6507,15.68,1,90.99,0
735000,3,2,1610,3600,2,0,5,8,1610,0,1925,98144,47.5969,-122.293,2540,6600,1.93,0,141.07,0
858450,3,4.25,3840,9751,2,0,3,10,3840,0,1998,98074,47.6347,-122.064,3230,7189,12.63,1,63.16,0
665000,5,2.75,2670,4000,2,0,4,7,1800,870,1914,98105,47.6711,-122.315,2460,4000,4.55,1,99.7,0
290000,3,2.5,2000,7414,2,0,4,7,2000,0,1993,98038,47.3508,-122.057,2000,7414,21.81,0,30.81,0
250000,2,1,860,4320,1,0,3,7,860,0,1925,98108,47.5263,-122.325,980,6000,5.53,0,48.26,0
192500,3,1.75,1420,7205,1,0,3,7,1420,0,1986,98030,47.3555,-122.175,1690,7405,18.8,0,22.32,0
350000,4,2,2060,13400,1,0,4,8,2060,0,1957,98166,47.4404,-122.34,1950,10370,11.45,1,22.64,0
518000,4,2.5,2790,9910,2,0,3,8,2790,0,2003,98059,47.4891,-122.141,2590,9910,12.03,1,40.79,0
563000,4,1,1410,3376,1.5,0,5,7,1410,0,1911,98107,47.6606,-122.365,1040,3600,4.06,1,117.63,0
375000,4,3,2420,9566,2,0,3,7,2420,0,2003,98188,47.4693,-122.266,2420,9135,9.94,1,31.29,0
400000,3,2.5,1460,1319,3,0,3,8,1460,0,2002,98103,47.698,-122.349,1430,1530,6.39,0,143.94,0
240000,5,1.75,2460,16000,1,0,3,7,1230,1230,1957,98023,47.3305,-122.351,1990,16000,19.06,1,13,0
317500,2,1,1000,5120,1,0,3,6,1000,0,1902,98122,47.6088,-122.307,1940,4300,1.18,0,51.88,0
1320000,5,4,4420,36342,2,0,5,10,2740,1680,1982,98007,47.6468,-122.151,3720,37034,8.88,1,32.38,0
234000,3,1,1240,239144,1,0,3,6,1240,0,1921,98038,47.4303,-122.046,1990,109335,18.04,1,0.97,1
645000,3,2.5,1740,13750,2,0,4,9,1740,0,1975,98008,47.6264,-122.092,2540,14300,11.26,0,41.64,0
649000,2,1,1280,4840,1,0,3,7,1200,80,1908,98115,47.6762,-122.299,1860,5500,5.07,0,106.05,0
605000,4,2.5,2520,3980,2,0,3,8,2520,0,2004,98027,47.5399,-122.07,2580,3980,13.04,0,93.08,0
337900,3,3.5,1500,1471,3,0,3,7,1500,0,1999,98177,47.7034,-122.362,1500,1445,6.85,1,113.73,0
535000,3,2.75,2490,3600,2,0,3,8,2290,200,1906,98122,47.6098,-122.292,1880,3600,1.88,1,87.85,0
325000,4,1,1530,5684,1,0,3,7,1130,400,1957,98108,47.5507,-122.298,1540,6095,4.15,0,45.05,0
429950,4,2.25,1740,10875,1,0,3,8,1740,0,1967,98059,47.5132,-122.157,1680,10701,10.38,1,34.08,0
775000,3,2.5,3550,32807,2,0,3,9,3550,0,1989,98077,47.7292,-122.082,3270,35001,14.4,0,21.32,0
650000,2,1,1280,6000,1,0,3,7,1280,0,1965,98112,47.6339,-122.282,2460,4800,3.02,1,89.29,0
1200000,4,2.25,2320,13114,2,0,5,8,2320,0,1967,98040,47.5762,-122.239,2740,15000,4.8,0,77.75,0
275000,2,1,1140,10404,1,0,3,5,1140,0,1935,98155,47.7497,-122.286,2200,11550,10.14,0,23.82,0
575000,4,3.5,3930,16970,2,0,3,9,3930,0,1997,98019,47.7412,-121.966,2740,17219,19.41,1,27.51,0
540000,3,2.5,2370,16455,1,0,5,7,1640,730,1959,98155,47.7634,-122.277,2170,15551,11.15,1,28.69,0
640000,3,1.75,2340,4206,1,0,5,7,1170,1170,1917,98144,47.5759,-122.288,1360,4725,2.93,1,97.77,0
275000,3,1.5,1240,9125,1,0,4,7,1240,0,1967,98058,47.4469,-122.155,1670,9125,13.75,0,26.53,0
672800,4,2.5,2740,10533,2,0,3,9,2740,0,1997,98074,47.6095,-122.006,2760,8603,15.18,1,50.69,0
495000,4,2.25,1940,9144,1,0,4,7,1430,510,1956,98007,47.5942,-122.135,1460,9437,9.21,1,44.66,0
820000,3,2.5,2950,35108,1.5,0,3,10,2950,0,1995,98077,47.7316,-122.035,3810,35181,16.3,0,21.55,0
475000,4,2.75,1980,11443,1,0,5,7,1980,0,1952,98155,47.7707,-122.273,2080,15700,11.69,0,35.39,0
1280000,4,2,2850,7861,1,0,4,10,1450,1400,1970,98117,47.6995,-122.397,2810,8087,7.11,0,119.5,0
380000,3,1,1160,9375,1,0,3,7,1160,0,1967,98077,47.7419,-122.073,1160,9650,15.26,0,36.07,0
397500,3,2,2130,8225,1,0,4,8,2130,0,1987,98058,47.4396,-122.162,2580,8225,13.97,0,38.39,0
352000,5,2.5,2420,8560,1,0,3,7,1620,800,1978,98118,47.532,-122.285,2210,7040,5.57,1,32.06,0
893880,6,2.5,2820,8600,1,0,5,8,1430,1390,1967,98006,47.565,-122.144,2070,8900,9.21,1,78.27,0
635000,5,3.25,3710,34200,2,0,3,8,2510,1200,1986,98074,47.6101,-122.047,1720,23100,13.27,1,16.75,0
420000,3,2.25,1770,8165,2,0,3,7,1770,0,1977,98034,47.7166,-122.236,1650,8165,8.84,1,42.27,0
503000,3,2,1260,2500,1,0,4,7,750,510,1987,98107,47.6748,-122.371,1710,5000,5.07,0,133.78,0
689000,2,1.75,2330,10143,1,0,4,7,1220,1110,1953,98146,47.4899,-122.359,2560,9750,8.13,1,55.24,0
749500,4,2.75,2490,3840,1.5,0,4,7,1610,880,1922,98103,47.6551,-122.344,1420,4000,3.42,1,118.4,0
1150000,6,3.75,4090,49542,2,0,3,9,3100,990,1984,98005,47.6408,-122.153,2980,43357,8.67,1,21.44,0
563500,4,2.5,2800,12831,2,0,3,8,2800,0,2001,98019,47.7392,-121.966,2810,10235,19.34,1,36.05,0
480000,4,3,2440,9664,2,0,3,8,1890,550,1981,98028,47.7649,-122.253,2380,9609,11.56,1,39.66,0
374950,4,3,2540,8800,1,0,3,9,1620,920,1977,98023,47.3204,-122.387,2540,8800,19.9,0,33.06,0
308950,3,2.5,1600,6250,2,0,3,7,1600,0,1995,98038,47.3675,-122.02,1760,6110,21.99,0,39.36,0
445000,4,2.75,2680,16934,1,0,4,7,1340,1340,1958,98106,47.542,-122.364,1240,7000,4.68,1,22.69,0
237200,3,1.5,1220,9000,1,0,4,7,1220,0,1968,98042,47.3642,-122.109,1220,9472,19.69,0,23.21,0
453500,3,1.75,1550,7270,1.5,0,5,7,1550,0,1953,98125,47.72,-122.317,1050,7210,7.89,1,51.42,0
616500,3,2,2080,4549,1,0,5,7,1040,1040,1954,98115,47.6886,-122.309,1620,4549,5.79,1,93,0
1250000,5,5,5000,32909,2,0,3,10,5000,0,2000,98075,47.6012,-122.022,3030,12601,14.44,1,32.97,0
396000,1,1,630,5150,1,0,4,5,630,0,1954,98117,47.6923,-122.369,1390,5150,6.19,0,68.51,0
210000,3,1,1070,8179,1,0,3,6,1070,0,1949,98146,47.5015,-122.349,1050,8177,7.27,1,22.71,0
539000,2,1.75,1900,5175,1,0,3,7,1200,700,1919,98116,47.5689,-122.386,1370,5175,3.6,1,76.18,0
605000,3,2.5,2960,18600,2,0,3,8,2960,0,1979,98166,47.4358,-122.344,2740,15681,11.78,1,28.06,0
437500,3,2,1490,4800,2,0,5,6,1490,0,1948,98117,47.6933,-122.361,1500,4800,6.16,0,69.55,0
215000,3,1.5,1500,15000,1,0,3,7,1500,0,1952,98031,47.3926,-122.208,1790,13905,15.84,1,13.03,0
440000,4,2.5,2410,4780,2,0,3,7,2410,0,2000,98065,47.5326,-121.879,2410,4025,21.71,1,61.2,0
525000,3,1,2000,22500,1,0,3,7,1680,320,1939,98125,47.711,-122.308,2000,10000,7.32,1,21.43,0
319900,3,1.5,1140,20383,1,0,3,7,840,300,1985,98045,47.4755,-121.758,1200,15625,28.24,1,14.86,0
335000,3,1,1120,9075,1,0,3,7,1120,0,1977,98077,47.7551,-122.072,1120,9705,15.87,0,32.86,0
485000,3,2.25,2900,35273,2,0,3,9,2900,0,1986,98038,47.4013,-122.03,2510,38487,19.97,0,12.71,0
359999,4,2.25,3220,7700,2,0,4,8,3220,0,1976,98023,47.3188,-122.38,2570,7700,19.97,1,32.97,0
799000,5,2.75,2500,19783,1,0,4,8,2500,0,1959,98005,47.5938,-122.174,1700,15375,7.41,1,35.86,0
280000,3,2.25,1610,10454,1,0,3,7,1610,0,1977,98148,47.4517,-122.331,1720,9583,10.67,1,23.21,0
1050000,4,2.75,2250,3433,1.5,0,3,8,1500,750,1927,98112,47.6382,-122.307,1970,3484,2.5,1,184.76,1
290000,1,2,1240,4800,2,0,3,6,1240,0,1910,98055,47.4778,-122.211,1030,4800,10.51,1,48.01,0
235000,2,2.25,1660,2748,2,0,3,7,1660,0,1995,98055,47.4333,-122.212,1620,3167,13.19,0,53.31,0
495000,3,1.75,2080,3000,1,0,4,7,1040,1040,1925,98103,47.6853,-122.35,1000,3193,5.52,1,97.44,0
290000,3,2.25,1880,7488,2,0,3,8,1880,0,1980,98032,47.3631,-122.277,2180,7344,16.98,0,30.96,0
230000,4,1.5,1050,9516,1,0,4,7,1050,0,1969,98031,47.4151,-122.181,1390,9600,14.96,0,21.77,0
234000,3,1.75,1480,8475,1,0,4,7,1480,0,1968,98023,47.3126,-122.361,1800,8800,20.32,0,23.51,0
597400,4,2.5,2420,4500,2,0,3,7,2420,0,2001,98053,47.6874,-122.037,2280,4500,14.83,1,86.33,0
370000,4,2.5,2190,17600,1,0,4,7,1110,1080,1966,98059,47.4712,-122.112,1820,17600,13.86,1,18.7,0
755000,4,2.5,2660,10452,2,0,3,9,2660,0,1993,98052,47.6972,-122.104,2890,9025,12.33,1,57.58,0
342000,3,2.5,2430,5715,2,0,3,7,2430,0,1999,98030,47.3718,-122.168,3040,5702,17.9,0,41.99,0
497000,2,1,770,3325,1,0,3,7,770,0,1918,98122,47.6102,-122.299,960,4800,1.57,0,121.37,0
835000,3,1,3060,30166,1,0,5,8,3060,0,1959,98027,47.5656,-122.093,1880,19602,11.48,1,25.13,0
730000,4,2.75,2920,4500,2,0,3,9,2920,0,1999,98006,47.5646,-122.124,2920,4505,10.11,0,98.38,0
655000,3,1,1370,5250,1,0,3,7,1070,300,1939,98109,47.6421,-122.348,2410,4200,2.59,1,98.94,0
205000,3,2.5,1870,3118,2,0,3,8,1870,0,1993,98038,47.3739,-122.056,1580,3601,20.57,0,41.1,0
632750,4,2,1800,4800,1.5,0,3,7,1800,0,1918,98112,47.6388,-122.302,1950,4800,2.65,0,95.87,0
330000,5,3,2100,7715,1,0,3,7,1250,850,2013,98168,47.4866,-122.319,2100,7959,8.28,0,33.62,0
527500,5,2.25,2530,8250,2,0,4,7,2530,0,1961,98007,47.6117,-122.134,2020,8250,9.23,1,48.93,0
716500,4,2.5,3290,6465,2,0,3,9,3290,0,2002,98075,47.5981,-121.976,3100,5929,16.59,1,73.45,0
388500,4,2.5,1890,5395,2,0,3,7,1890,0,2006,98065,47.5415,-121.883,2060,5395,21.39,0,53.33,0
530000,3,1.75,1680,7770,1,0,4,7,1680,0,1967,98005,47.6028,-122.167,1880,7770,7.69,0,56.08,0
419000,3,2.5,2170,4517,2,0,3,8,2170,0,2002,98059,47.4819,-122.14,2610,4770,12.4,0,62.66,0
385000,3,1.75,1200,7360,1,0,4,7,1200,0,1978,98052,47.6979,-122.13,1200,7500,11.33,0,44.98,0
655000,4,2.5,2990,5669,2,0,3,8,2990,0,2003,98074,47.6119,-122.011,3110,5058,14.95,1,75.64,0
1700000,4,2.75,3770,10900,2,0,5,9,3070,700,1924,98144,47.5849,-122.29,3000,5000,2.45,1,115.88,0
279000,2,1,1020,47044,1,0,5,7,1020,0,1904,98042,47.4206,-122.155,1930,12139,15.25,1,5.8,0
262000,3,1.5,1700,9579,1,0,4,7,1100,600,1962,98023,47.3209,-122.338,1700,9628,19.7,0,23.23,0
533000,4,1,1550,4750,1.5,0,3,7,1550,0,1919,98117,47.6824,-122.389,1320,4750,5.89,1,84.6,0
640000,3,1.75,1680,8100,1,0,3,8,1680,0,1950,98177,47.7212,-122.364,1880,7750,8.08,1,65.44,0
285000,3,2.25,1680,35127,2,0,3,7,1680,0,1987,98092,47.3025,-122.067,1820,35166,24.35,0,7.74,0
458400,4,2.5,1910,10300,1,0,3,8,1910,0,1921,98177,47.7581,-122.359,1910,7750,10.56,1,37.54,0
620000,5,3.25,3160,10587,1,0,5,7,2190,970,1960,98034,47.7238,-122.165,2200,7761,11.24,1,45.1,0
465000,3,1.5,2020,11358,1,0,4,6,1190,830,1956,98033,47.6641,-122.185,2370,9520,7.93,1,34.76,0
690000,4,3.75,3210,7054,2,0,4,8,3210,0,1985,98052,47.7268,-122.103,2350,8020,13.52,0,67.23,0
462500,3,2.25,2350,51400,1,0,3,7,1390,960,1977,98077,47.7417,-122.053,2350,51400,16,0,8.6,0
369950,4,2.5,1910,10221,2,0,3,8,1910,0,1994,98038,47.381,-122.035,2210,8705,20.83,1,30.5,0
124500,2,1,840,6480,1,0,4,5,840,0,1954,98001,47.264,-122.258,1100,7300,23.88,0,17.01,0
950000,4,2.25,2620,10920,1,0,3,9,2620,0,1965,98005,47.6117,-122.164,2370,11907,7.83,0,70.16,0
418000,4,1.5,1220,10580,1,0,3,7,1220,0,1965,98008,47.6205,-122.116,1350,7800,10.11,1,35.42,0
160000,3,1,1060,8000,1,0,4,6,1060,0,1927,98002,47.305,-122.218,1060,4697,21.47,1,17.66,0
457000,4,2.5,2200,10800,1,0,3,8,1500,700,1964,98155,47.7711,-122.288,2280,10800,11.57,0,35.15,0
530000,2,1.75,2120,7680,1,0,5,6,1130,990,1948,98126,47.5304,-122.374,1220,7680,5.59,1,54.08,0
385000,3,1,1250,7300,1,0,4,7,1250,0,1956,98008,47.6032,-122.125,1540,7400,9.64,0,45.03,0
491000,3,1.75,1440,7800,1,0,4,7,1440,0,1958,98008,47.5996,-122.12,1440,7800,9.88,0,53.14,0
521000,4,2.25,1890,8034,1,0,4,8,1890,0,1967,98008,47.6338,-122.117,1920,7210,10.19,1,52.5,0
255000,3,1,1140,8528,1,0,5,7,1140,0,1967,98022,47.2098,-122.004,1140,8112,31.37,1,26.38,0
292050,5,3,2840,7199,1,0,3,7,1710,1130,2003,98178,47.5065,-122.275,2210,10800,7.38,0,29.09,0
326000,6,3,1880,7200,1,0,4,7,1880,0,1966,98056,47.5029,-122.188,1540,13022,9.8,0,35.9,0
300000,2,1,750,5120,1,0,4,6,750,0,1941,98126,47.5312,-122.375,930,7200,5.55,0,51.11,0
291600,3,1.75,1630,7480,1,0,3,7,1330,300,1979,98058,47.4514,-122.159,1940,7480,13.39,0,32.01,0
435000,5,1.5,1720,12551,1,0,3,7,1720,0,1967,98027,47.5241,-122.053,1560,12960,14.18,0,30.48,0
465000,3,2.5,1600,1311,3,0,3,8,1600,0,2005,98117,47.6903,-122.394,1390,1321,6.48,1,159.74,0
200000,3,2.25,1230,7420,1.5,0,5,7,1230,0,1913,98002,47.3184,-122.22,1260,7556,20.55,0,23.12,0
238000,3,1.5,1610,6132,1,0,4,7,1090,520,1959,98056,47.5017,-122.174,1650,6132,10.31,0,30.74,0
455000,4,2.5,1320,7000,1,0,4,7,1320,0,1956,98008,47.6007,-122.127,1550,8610,9.56,0,54.69,0
230000,6,3,2180,7220,2,0,3,7,2180,0,1980,98003,47.3046,-122.305,2260,7344,20.86,0,24.47,0
808000,4,2.25,2190,4104,2,0,5,8,1410,780,1928,98112,47.6419,-122.306,1990,3860,2.75,1,128.38,0
578500,3,1,1490,5700,1.5,0,3,7,1490,0,1916,98103,47.6549,-122.331,2290,5700,3.36,0,80.46,0
390000,3,2,1463,868,3,0,3,7,1463,0,2003,98115,47.6843,-122.317,1484,4320,5.44,0,167.31,0
517500,3,2.5,1800,3933,2,0,3,8,1800,0,1989,98029,47.5746,-122.009,1800,4659,15.2,0,90.27,0
755000,4,2.75,2880,4000,1.5,0,3,9,2100,780,1912,98144,47.5843,-122.293,2110,4000,2.37,1,109.74,1
579500,3,1.75,1250,4120,1,0,4,7,980,270,1925,98117,47.685,-122.36,1250,4120,5.59,0,107.91,0
649950,3,2.75,1670,1350,3,0,3,9,1350,320,2014,98116,47.5764,-122.408,1520,4800,4.09,0,215.22,0
228000,4,1.75,2000,6120,1,0,3,7,1100,900,1965,98178,47.5035,-122.258,1880,6120,7.89,1,28.08,0
665000,4,1.75,2280,3680,1.5,0,5,7,1470,810,1926,98115,47.6754,-122.3,1850,3680,5.01,1,111.58,0
689000,4,2.5,2110,6069,2,0,3,9,2110,0,1999,98052,47.6374,-122.111,2180,9000,10.51,0,84.24,0
560000,4,2.5,2520,11240,1,0,3,8,1440,1080,1977,98052,47.6748,-122.144,2360,10345,9.95,1,40.7,0
529000,3,1,1590,6420,1,0,3,7,1590,0,1944,98136,47.5355,-122.392,1780,5900,5.62,1,66.04,0
375000,5,2.5,2100,14858,1,0,5,8,2100,0,1970,98059,47.4721,-122.123,1980,11730,13.44,1,22.11,0
325000,4,2.75,2090,9240,1,0,4,6,2090,0,1949,98146,47.4854,-122.343,1460,9240,8.36,1,28.68,0
583000,4,2.5,3390,10519,2,0,3,10,3390,0,1990,98003,47.332,-122.334,2830,10519,18.93,1,41.92,0
330000,2,1,790,9784,1,0,3,6,790,0,1932,98155,47.7634,-122.284,2350,10102,11.08,0,31.21,0
262000,3,2.5,1970,8727,2,0,3,7,1970,0,1995,98092,47.3263,-122.189,1670,9168,20.45,0,24.49,0
555000,4,2.5,2870,6776,2,0,3,8,2870,0,2004,98065,47.539,-121.878,2770,6658,21.66,1,57.54,0
585000,2,1,1110,6000,1,0,3,7,1010,100,1951,98118,47.5632,-122.282,1410,3500,3.78,1,82.28,0
425590,3,2.75,1940,3088,2,0,3,8,1770,170,2008,98065,47.5185,-121.878,1410,2335,22.01,1,84.64,0
235000,2,1,720,4840,1,0,4,6,720,0,1947,98126,47.5534,-122.375,1510,4840,4.16,0,42.27,0
362362,2,1,710,4000,1,0,3,6,710,0,1909,98118,47.5535,-122.269,960,4000,4.68,0,76.93,0
252000,3,2,1370,7500,1,0,3,7,1370,0,1997,98038,47.3634,-122.046,1420,7500,21.43,0,28.41,0
439000,4,2.5,2690,9551,2,0,3,9,2690,0,1992,98058,47.4343,-122.156,2890,9121,14.43,1,35.86,0
465000,4,2.25,3360,10810,2,0,4,9,3360,0,1988,98092,47.3316,-122.203,2590,10810,19.89,1,32.82,0
249900,4,2,1500,7854,1.5,0,3,7,1500,0,1983,98023,47.3127,-122.354,1500,7334,20.29,1,26.72,0
665000,2,2.5,2600,5000,1,0,5,8,1300,1300,1926,98126,47.5806,-122.379,2260,5000,2.81,1,87.5,0
370000,3,1.75,1160,8774,1,0,3,7,1160,0,1972,98034,47.7159,-122.165,1990,7908,10.85,1,37.25,0
620000,2,1,1430,3000,1.5,0,3,7,1300,130,1929,98112,47.6415,-122.303,1750,4000,2.79,0,139.95,0
375000,3,1,1870,7671,1,0,4,8,1720,150,1937,98177,47.7162,-122.36,1460,7679,7.7,1,39.3,0
552625,4,2,2560,9390,1,0,5,8,1280,1280,1957,98133,47.7169,-122.329,1830,8169,7.64,1,46.24,0
315500,3,1,1160,10500,1,0,4,7,1160,0,1966,98034,47.7267,-122.227,1520,10500,9.65,0,27.06,0
620000,2,1.75,1680,8187,1,0,4,8,1680,0,1983,98027,47.5603,-122.081,2390,7801,12.12,0,62.84,0
510000,4,2.5,2010,9075,1,0,4,8,1310,700,1959,98006,47.553,-122.182,1850,9220,7.9,1,46.01,0
652500,4,2.5,2540,38677,2,0,3,9,2540,0,1987,98053,47.6694,-122.044,2560,36280,14.1,1,15.83,0
574000,4,2.5,3240,22795,2,0,3,8,3240,0,1998,98053,47.6329,-121.969,2570,29761,17,0,22.05,0
430000,3,2.5,2670,12806,2,0,3,9,2670,0,2010,98038,47.3686,-122.059,3010,7231,20.77,1,27.78,0
390000,3,2,1080,7236,1,0,5,7,1080,0,1947,98125,47.7143,-122.32,1120,8008,7.48,0,46.9,0
466500,3,1,1430,3840,1,0,3,7,950,480,1945,98117,47.6847,-122.381,1430,3840,5.88,0,88.52,0
315000,2,2.25,1290,2436,2,0,3,7,1290,0,1984,98052,47.6803,-122.156,1360,3088,9.66,0,84.54,0
220000,4,1.5,1240,9600,1,0,3,7,1240,0,1971,98023,47.3206,-122.397,1240,9592,19.95,1,20.3,0
325000,3,1.75,1840,17286,1,0,4,7,1440,400,1978,98030,47.371,-122.173,1840,14541,17.86,1,16.99,0
365000,3,1,1120,8443,1,0,3,7,1120,0,1953,98133,47.7715,-122.336,1450,8433,11.41,0,38.17,0
356000,3,3.5,2100,12384,2,0,3,9,2100,0,1980,98188,47.4687,-122.263,2400,7776,10.03,1,24.58,0
380000,4,1.75,2030,12518,1,0,3,8,1610,420,1950,98125,47.7278,-122.297,1650,7872,8.55,1,26.12,0
579000,4,2.25,2030,8764,2,0,4,8,2030,0,1983,98052,47.7214,-122.11,1950,8750,13.04,1,53.64,0
682000,2,1,890,5000,1,0,3,7,890,0,1943,98105,47.6666,-122.279,1680,5000,4.85,0,115.79,0
499000,3,1.75,1750,12325,1,0,4,7,1470,280,1968,98052,47.6832,-122.118,1820,9750,11.29,1,35.45,0
333760,3,1,1300,5880,1,0,3,7,1300,0,1968,98052,47.6937,-122.113,1300,7700,11.85,0,46.48,0
745000,4,2.5,2650,18903,2,0,3,11,2650,0,1994,98075,47.5761,-121.989,3270,18843,16.11,0,34.57,0
380000,3,1.75,1750,10870,1,0,5,7,1750,0,1968,98056,47.4989,-122.188,1230,10868,10,1,30.11,0
435000,3,3,1440,1350,3.5,0,3,8,1440,0,2005,98103,47.6525,-122.345,1440,1350,3.25,0,155.91,0
520000,3,2.75,1700,3264,1,0,3,7,1060,640,1919,98115,47.6767,-122.311,1880,4080,4.97,0,104.75,0
965000,4,2.5,3920,41206,2,0,4,10,3920,0,1988,98072,47.7325,-122.132,3780,36562,12.75,1,21.38,0
270000,3,2.25,1470,16728,1,0,4,7,1350,120,1959,98168,47.4968,-122.302,1540,9000,7.68,1,14.84,0
1100000,5,2.75,2520,4643,1.5,0,4,8,2120,400,1916,98112,47.6348,-122.301,2100,4564,2.45,1,153.57,0
577500,3,1.75,2140,13286,1,0,4,8,1220,920,1964,98006,47.5722,-122.128,2250,13286,9.79,0,37.44,0
650000,3,1.75,1550,5000,1,0,3,7,1250,300,1911,98107,47.6722,-122.372,1110,5000,4.92,1,99.24,1
1230000,4,2.5,3180,10319,2,0,4,11,3180,0,1986,98040,47.5372,-122.232,3130,12120,6.67,0,91.12,0
1900000,5,4.25,6510,16471,2,0,4,11,3250,3260,1980,98040,47.5758,-122.242,4480,16471,4.69,1,82.68,0
475000,2,2,1440,3720,1.5,0,3,7,1440,0,1983,98115,47.6902,-122.325,1490,4308,5.81,0,92.05,0
200000,3,1,1150,10132,1,0,4,7,1150,0,1970,98023,47.3172,-122.372,1180,8713,20.04,1,17.73,0
397000,4,2.5,2320,11717,2,0,3,8,2320,0,1997,98045,47.484,-121.78,2320,9714,27.08,1,28.28,0
383610,3,2,1230,8450,1,0,3,7,1230,0,1989,98155,47.7548,-122.305,2110,8536,10.34,0,39.63,0
275000,4,2.5,2060,5742,2,0,3,7,2060,0,1999,98030,47.3612,-122.185,1610,7298,18.26,0,35.25,0
840000,3,2,2783,11177,2,0,3,8,2783,0,1910,98126,47.538,-122.38,1730,8018,5.21,1,60.17,1
