price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,price_per_sqft,total_sqft_larger_than_neighbours,is_renovated
831000.0,3,2.25,2240,8800,1.0,0,5,8,2240,0,1957,98005,47.5937,-122.172,2240,8800,7.5,75.27,0,0
689900.0,4,3.25,2740,7266,2.0,0,3,9,2060,680,2003,98027,47.5346,-122.066,3030,6546,13.35,68.95,0,0
315000.0,3,2.5,1660,10763,2.0,0,3,7,1660,0,1994,98038,47.3812,-122.029,2010,7983,21.01,25.36,0,0
336500.0,3,1.0,1480,7284,1.0,0,3,7,970,510,1963,98133,47.7757,-122.353,2020,7920,11.74,38.4,0,0
1100000.0,3,2.75,2640,4050,1.5,0,5,8,1750,890,1926,98112,47.6332,-122.281,1920,3600,3.02,164.42,0,0
375000.0,6,2.0,1900,8057,1.0,0,4,7,1170,730,1959,98133,47.762,-122.335,2090,8626,10.76,37.66,0,0
505000.0,3,1.75,1640,10695,1.0,0,3,8,1640,0,1975,98034,47.7145,-122.222,2790,9775,9.06,40.94,0,0
450000.0,3,1.0,1450,3350,1.5,0,4,7,1450,0,1919,98126,47.5607,-122.378,1340,4255,3.8,93.75,0,0
567500.0,3,2.5,2300,7398,2.0,0,3,8,2300,0,2001,98065,47.5369,-121.876,2580,6983,21.78,58.52,0,0
265000.0,3,1.5,1460,8505,1.0,0,4,7,1460,0,1955,98055,47.4402,-122.195,1580,8505,13.12,26.59,0,0
340000.0,3,2.0,1570,14992,1.0,0,3,8,1570,0,2001,98014,47.6965,-121.922,1640,15000,20.07,20.53,0,0
375000.0,3,2.0,1540,8885,1.5,0,5,6,1540,0,1939,98019,47.7403,-121.984,1730,5000,18.65,35.97,0,0
920000.0,6,3.0,3300,4218,2.0,0,3,8,2200,1100,1970,98103,47.6557,-122.344,1420,4218,3.46,122.37,0,0
850000.0,4,2.25,2130,11843,2.0,0,4,9,2130,0,1972,98040,47.5358,-122.225,2380,11643,6.97,60.83,0,0
202000.0,3,1.0,1010,9750,1.0,0,5,7,1010,0,1969,98042,47.3244,-122.144,1230,9750,21.35,18.77,0,0
725000.0,4,3.0,2420,12000,1.0,0,3,9,2420,0,1984,98077,47.7267,-122.063,3100,13020,15.03,50.28,0,0
680200.0,2,1.5,1960,6000,1.0,0,3,8,1210,750,1951,98103,47.6849,-122.333,2060,6000,5.43,85.45,0,0
216500.0,3,1.0,1170,9000,1.0,0,4,6,1170,0,1918,98022,47.2109,-121.987,1280,8160,31.7,21.29,0,0
325000.0,3,1.5,1890,7650,1.0,0,5,7,1890,0,1966,98003,47.3454,-122.314,1510,7560,18.03,34.07,0,0
675000.0,3,2.5,2250,4134,2.0,0,3,9,2250,0,2004,98052,47.6651,-122.084,2390,4134,12.24,105.73,0,0
435000.0,2,0.75,750,16321,1.0,0,3,4,750,0,1936,98034,47.6985,-122.229,3020,10625,7.98,25.48,0,0
263500.0,3,1.75,1610,14000,1.0,0,4,7,1050,560,1977,98010,47.3429,-122.036,1550,10080,22.84,16.88,0,0
875000.0,3,2.5,2520,3750,2.0,0,4,9,2520,0,1995,98116,47.5671,-122.404,2250,6200,4.3,139.55,0,0
246600.0,4,1.0,1340,8400,1.0,0,5,7,1340,0,1966,98023,47.3313,-122.343,1120,8400,18.99,25.32,0,0
337000.0,3,2.25,1460,941,3.0,0,3,8,1460,0,2006,98133,47.7145,-122.356,1490,1399,7.56,140.36,0,0
240000.0,3,1.75,1380,7500,1.0,0,3,7,1380,0,1988,98038,47.3628,-122.045,1530,7500,21.49,27.03,0,0
490000.0,3,1.75,1510,11120,1.0,0,4,8,1510,0,1984,98005,47.5931,-122.158,2660,10800,8.16,38.8,0,0
305000.0,3,1.0,910,8008,1.0,0,3,7,910,0,1971,98034,47.726000000000006,-122.22,1480,7404,9.78,34.2,0,0
350000.0,3,2.5,1970,3655,2.0,0,3,7,1970,0,2003,98019,47.7453,-121.984,1970,2952,18.82,62.22,0,0
284200.0,3,1.75,1540,6632,1.0,0,3,7,1070,470,1959,98178,47.4973,-122.252,2510,6618,8.39,34.78,0,0
357000.0,4,2.5,1980,9757,2.0,0,5,7,1980,0,1995,98038,47.3675,-122.019,1610,6147,22.02,30.42,0,0
1000000.0,3,2.25,2300,15952,1.0,0,4,8,1150,1150,1963,98039,47.6322,-122.232,2200,14284,4.99,54.79,0,0
616500.0,4,2.25,1880,3000,2.0,0,3,8,1760,120,1909,98103,47.6864,-122.349,1880,3000,5.59,126.33,0,1
750000.0,4,2.75,2640,3750,2.0,0,5,7,1840,800,1911,98117,47.6783,-122.363,1690,5000,5.18,117.37,0,0
275000.0,4,2.25,2670,10050,1.0,0,4,8,1420,1250,1962,98032,47.3792,-122.28,2190,10050,15.86,21.62,0,0
540000.0,4,1.75,1840,4280,1.0,0,4,7,920,920,1918,98105,47.6681,-122.32,1660,4280,4.31,88.24,0,0
225000.0,3,1.0,1120,10665,1.0,0,4,6,1120,0,1961,98001,47.2886,-122.274,1240,10639,22.1,19.09,0,0
845000.0,4,2.5,2970,9072,2.0,0,3,10,2970,0,1991,98006,47.562,-122.114,2740,8729,10.61,70.17,0,0
490000.0,3,2.25,1410,7740,1.0,0,5,6,1410,0,1923,98126,47.523,-122.371,1220,7740,6.02,53.55,0,0
753000.0,4,2.5,3060,8167,2.0,0,3,9,3060,0,2005,98029,47.5521,-121.989,2930,4800,16.41,67.07,0,0
475000.0,3,1.75,2490,7210,1.0,0,3,7,1290,0,1972,98034,47.726000000000006,-122.198,1610,7210,10.36,48.97,0,0
124000.0,1,0.75,840,7203,1.5,0,3,6,840,0,1949,98168,47.4756,-122.301,1560,8603,9.13,15.42,0,0
485000.0,2,1.0,1130,3800,1.0,0,4,7,1130,0,1916,98117,47.6862,-122.378,1470,3800,5.92,98.38,0,0
230000.0,4,1.75,1850,6000,1.0,0,4,6,1270,580,1944,98178,47.4923,-122.247,1270,6600,8.81,29.3,0,0
372000.0,4,2.75,2330,14175,1.0,0,3,7,1800,530,1980,98031,47.4193,-122.194,1480,10125,14.42,22.54,0,0
306000.0,4,2.5,1880,9426,2.0,0,4,7,1880,0,1990,98042,47.3584,-122.089,1760,7040,20.53,27.07,0,0
905000.0,4,3.5,2980,3000,2.0,0,3,9,2340,640,2008,98115,47.6768,-122.326,1810,4545,4.88,151.34,0,0
440000.0,4,1.0,1440,6678,1.0,0,3,7,1040,400,1950,98116,47.57100000000001,-122.392,1320,6678,3.7,54.2,0,0
280000.0,3,1.75,1630,10001,1.0,0,4,7,1100,530,1977,98042,47.3605,-122.12,1630,10001,19.64,24.07,0,0
425000.0,3,2.5,1930,4500,2.0,0,3,8,1930,0,1990,98029,47.5791,-122.001,1770,4500,15.53,66.1,0,0
204950.0,2,0.75,1130,11429,1.0,0,3,7,1130,0,1956,98188,47.4526,-122.284,1550,10700,10.84,16.32,0,0
670000.0,2,1.75,1650,7500,1.0,0,4,7,1000,650,1959,98033,47.6871,-122.207,2530,9000,8.07,73.22,0,0
475000.0,2,1.0,820,2723,1.0,0,3,7,820,0,1921,98103,47.6623,-122.339,1370,3850,3.89,134.07,0,0
575000.0,4,1.75,2330,8800,1.0,0,4,7,1260,1070,1961,98008,47.6148,-122.113,2270,8800,10.22,51.66,0,0
491000.0,3,2.0,1660,5070,2.0,0,3,8,1660,0,1950,98108,47.5552,-122.296,2440,6664,3.9,72.96,0,0
750000.0,4,2.5,3020,7465,2.0,0,3,9,3020,0,2004,98075,47.5982,-121.98,3100,5587,16.4,71.53,0,0
225000.0,4,1.0,1150,6000,1.5,0,3,6,1150,0,1907,98118,47.562,-122.283,840,3030,3.81,31.47,0,0
732600.0,4,2.5,2130,7300,1.0,0,4,7,1230,900,1963,98005,47.605,-122.167,2130,7560,7.69,77.69,0,0
818000.0,4,2.25,2460,8001,2.0,0,4,8,2460,0,1984,98006,47.548,-122.154,2460,9126,9.22,78.2,0,0
431000.0,3,2.25,2360,14950,1.0,0,4,9,2360,0,1978,98042,47.3856,-122.158,2720,14388,17.26,24.9,0,0
304000.0,2,2.25,1320,1034,3.0,0,3,7,1320,0,1996,98133,47.7039,-122.344,1330,1206,6.77,129.14,0,0
650000.0,5,2.0,1910,4667,1.0,0,3,7,1010,900,1908,98112,47.6236,-122.306,1230,2545,1.71,98.83,0,0
450000.0,2,2.0,1610,6160,2.0,0,4,8,1610,0,1977,98052,47.6644,-122.13,1750,6305,10.23,57.92,0,0
269000.0,4,1.0,1610,8401,1.0,0,3,7,1610,0,1958,98056,47.5104,-122.165,1610,8401,10.22,26.87,0,0
875000.0,3,1.0,1160,10732,1.0,0,3,7,1160,0,1953,98004,47.6391,-122.205,2390,13656,6.34,73.58,0,0
565000.0,4,2.5,2280,9725,2.0,0,3,8,2280,0,1986,98072,47.7568,-122.141,2140,8780,13.68,47.06,0,0
448175.0,2,2.0,1370,1339,2.0,0,4,8,1150,220,2006,98122,47.6021,-122.295,1370,1339,1.75,165.44,0,0
680000.0,5,3.0,2970,6500,2.0,0,3,9,2970,0,2000,98075,47.5973,-122.018,2970,6588,14.64,71.81,0,0
629000.0,3,1.75,1460,12367,2.0,1,4,8,1120,340,1970,98023,47.3311,-122.375,1970,18893,19.1,45.49,0,0
494000.0,3,3.5,1570,1486,2.5,0,3,8,1330,240,2000,98199,47.652,-122.384,1610,1486,3.98,161.65,0,0
1100000.0,4,3.0,2880,5500,2.0,0,4,9,1920,960,1926,98102,47.6448,-122.317,2110,5500,2.76,131.26,0,0
450000.0,5,2.5,1900,9460,1.0,0,3,7,1190,710,1969,98034,47.7096,-122.202,1940,8360,9.36,39.61,0,0
330000.0,3,1.75,2020,11050,1.0,0,4,8,1320,700,1969,98059,47.4706,-122.119,1940,11050,13.65,25.25,0,0
960000.0,4,2.5,3110,11397,2.0,0,4,10,3110,0,1984,98006,47.5623,-122.106,3110,11586,10.96,66.17,0,0
360000.0,4,2.5,2390,7056,2.0,0,3,9,2390,0,1990,98001,47.3385,-122.264,2590,7801,18.75,38.11,0,0
378000.0,3,2.5,2150,11672,2.0,0,3,8,2150,0,2004,98038,47.3515,-122.006,2150,5450,23.26,27.35,0,0
499950.0,3,1.75,1340,6250,1.0,0,4,7,1090,250,1941,98136,47.5427,-122.386,1550,1755,5.05,65.87,0,0
450000.0,3,2.5,1990,12866,2.0,0,4,7,1990,0,1986,98072,47.7477,-122.17,2310,8803,12.34,30.29,0,0
523500.0,2,2.0,1600,5969,1.0,0,4,7,800,800,1950,98116,47.5691,-122.394,1520,5969,3.86,69.16,0,0
290000.0,3,2.5,2080,4828,2.0,0,3,8,2080,0,2002,98042,47.3737,-122.132,2190,4620,18.57,41.98,0,0
176000.0,3,3.25,1340,5434,2.0,0,3,7,1340,0,1986,98038,47.3779,-122.045,1670,6203,20.69,25.98,0,0
885000.0,3,2.0,2590,3750,1.5,0,5,7,1790,800,1904,98109,47.635,-122.353,2440,4000,2.21,139.59,0,0
483000.0,2,1.75,1240,3000,1.5,0,3,7,1240,0,1906,98105,47.6689,-122.326,1800,4080,4.34,113.92,0,0
240000.0,3,1.0,1310,7125,1.0,0,4,7,1310,0,1978,98042,47.3739,-122.148,1650,7290,18.19,28.45,0,0
720000.0,4,2.25,2530,5200,1.0,0,4,8,1530,1000,1957,98117,47.6985,-122.382,2240,5200,6.78,93.14,0,0
311000.0,4,2.5,1780,5822,2.0,0,3,7,1780,0,2001,98058,47.4455,-122.169,1990,4092,13.45,40.91,0,0
332500.0,3,2.0,1600,7995,1.0,0,3,7,1600,0,1950,98118,47.5177,-122.257,2440,6900,7.04,34.65,0,1
164950.0,3,1.75,1570,15330,1.0,0,3,7,1080,490,1956,98166,47.4608,-122.34,1250,13330,10.05,9.76,0,0
264500.0,3,1.75,1650,16200,1.0,0,3,7,1650,0,1976,98031,47.3926,-122.168,1650,8680,16.62,14.82,0,0
503000.0,2,1.0,870,4280,1.0,0,4,6,870,0,1921,98105,47.6697,-122.29,1750,4280,4.8,97.67,0,0
738000.0,4,2.5,2830,5010,2.0,0,3,9,2170,660,2000,98115,47.6952,-122.327,1880,5739,6.15,94.13,0,0
393000.0,2,1.0,980,3350,1.0,0,4,7,980,0,1925,98103,47.6858,-122.352,1260,4000,5.57,90.76,0,0
260000.0,4,2.5,2360,9647,1.0,0,3,8,1530,830,1964,98003,47.3367,-122.332,2580,9680,18.61,21.65,0,0
505000.0,2,1.0,1000,4640,1.0,0,3,7,1000,0,1915,98116,47.5659,-122.389,1940,5800,3.84,89.54,0,0
241000.0,3,1.5,1660,8000,1.0,0,4,7,1120,540,1976,98030,47.353,-122.172,1900,7500,19.01,24.95,0,0
530000.0,3,1.75,1520,9605,1.0,0,3,7,1520,0,1975,98052,47.667,-122.142,2040,9900,9.79,47.64,0,0
713000.0,1,1.0,1180,4000,1.5,0,4,8,840,340,1910,98118,47.5561,-122.266,1420,4000,4.63,137.64,0,0
487000.0,3,1.75,1770,10125,2.0,0,3,7,1770,0,1944,98133,47.7289,-122.353,1680,9825,8.53,40.94,0,0
128000.0,2,1.0,980,5393,1.0,0,3,6,980,0,1969,98042,47.3674,-122.081,980,5200,20.23,20.08,0,0
210500.0,3,1.0,1840,10178,1.0,0,3,7,1040,800,1960,98198,47.3979,-122.317,2040,10660,14.4,17.52,0,0
420000.0,3,2.5,1810,7210,1.0,0,5,7,1210,600,1968,98059,47.5067,-122.163,1770,7210,10.45,46.56,0,0
679000.0,3,2.5,1780,4320,2.0,0,4,8,1780,0,1930,98115,47.6809,-122.293,1690,4952,5.47,111.31,0,1
784950.0,4,2.75,2840,4227,3.0,0,3,9,2840,0,2014,98052,47.7097,-122.107,2880,4227,12.67,111.07,0,0
352000.0,4,2.5,2650,6366,2.0,0,3,9,2650,0,1998,98092,47.3325,-122.171,2650,6200,20.34,39.04,0,0
386000.0,3,1.5,1270,1318,2.0,0,3,7,1080,190,2004,98199,47.6526,-122.384,1360,1488,4.01,149.15,0,0
335000.0,3,1.75,1260,17000,1.0,0,3,7,1260,0,1994,98146,47.5114,-122.361,1540,7213,6.68,18.35,0,0
472500.0,3,2.0,1750,15500,1.0,0,3,7,1490,260,1982,98075,47.5887,-122.065,2450,50094,12.49,27.39,0,0
735000.0,3,2.0,1610,3600,2.0,0,5,8,1610,0,1925,98144,47.5969,-122.293,2540,6600,1.93,141.07,1,0
665000.0,5,2.75,2670,4000,2.0,0,4,7,1800,870,1914,98105,47.6711,-122.315,2460,4000,4.55,99.7,0,0
290000.0,3,2.5,2000,7414,2.0,0,4,7,2000,0,1993,98038,47.3508,-122.057,2000,7414,21.81,30.81,0,0
250000.0,2,1.0,860,4320,1.0,0,3,7,860,0,1925,98108,47.5263,-122.325,980,6000,5.53,48.26,0,0
192500.0,3,1.75,1420,7205,1.0,0,3,7,1420,0,1986,98030,47.3555,-122.175,1690,7405,18.8,22.32,0,0
350000.0,4,2.0,2060,13400,1.0,0,4,8,2060,0,1957,98166,47.4404,-122.34,1950,10370,11.45,22.64,0,0
518000.0,4,2.5,2790,9910,2.0,0,3,8,2790,0,2003,98059,47.4891,-122.141,2590,9910,12.03,40.79,0,0
563000.0,4,1.0,1410,3376,1.5,0,5,7,1410,0,1911,98107,47.6606,-122.365,1040,3600,4.06,117.63,0,0
375000.0,4,3.0,2420,9566,2.0,0,3,7,2420,0,2003,98188,47.4693,-122.266,2420,9135,9.94,31.29,0,0
400000.0,3,2.5,1460,1319,3.0,0,3,8,1460,0,2002,98103,47.698,-122.349,1430,1530,6.39,143.94,0,0
240000.0,5,1.75,2460,16000,1.0,0,3,7,1230,1230,1957,98023,47.3305,-122.351,1990,16000,19.06,13.0,0,0
317500.0,2,1.0,1000,5120,1.0,0,3,6,1000,0,1902,98122,47.6088,-122.307,1940,4300,1.18,51.88,0,0
645000.0,3,2.5,1740,13750,2.0,0,4,9,1740,0,1975,98008,47.6264,-122.092,2540,14300,11.26,41.64,0,0
649000.0,2,1.0,1280,4840,1.0,0,3,7,1200,80,1908,98115,47.6762,-122.299,1860,5500,5.07,106.05,0,0
605000.0,4,2.5,2520,3980,2.0,0,3,8,2520,0,2004,98027,47.5399,-122.07,2580,3980,13.04,93.08,0,0
337900.0,3,3.5,1500,1471,3.0,0,3,7,1500,0,1999,98177,47.7034,-122.362,1500,1445,6.85,113.73,0,0
535000.0,3,2.75,2490,3600,2.0,0,3,8,2290,200,1906,98122,47.6098,-122.292,1880,3600,1.88,87.85,0,0
325000.0,4,1.0,1530,5684,1.0,0,3,7,1130,400,1957,98108,47.5507,-122.298,1540,6095,4.15,45.05,0,0
429950.0,4,2.25,1740,10875,1.0,0,3,8,1740,0,1967,98059,47.5132,-122.157,1680,10701,10.38,34.08,0,0
650000.0,2,1.0,1280,6000,1.0,0,3,7,1280,0,1965,98112,47.6339,-122.282,2460,4800,3.02,89.29,0,0
275000.0,2,1.0,1140,10404,1.0,0,3,5,1140,0,1935,98155,47.7497,-122.286,2200,11550,10.14,23.82,0,0
540000.0,3,2.5,2370,16455,1.0,0,5,7,1640,730,1959,98155,47.7634,-122.277,2170,15551,11.15,28.69,0,0
640000.0,3,1.75,2340,4206,1.0,0,5,7,1170,1170,1917,98144,47.5759,-122.288,1360,4725,2.93,97.77,0,0
275000.0,3,1.5,1240,9125,1.0,0,4,7,1240,0,1967,98058,47.4469,-122.155,1670,9125,13.75,26.53,0,0
672800.0,4,2.5,2740,10533,2.0,0,3,9,2740,0,1997,98074,47.6095,-122.006,2760,8603,15.18,50.69,0,0
495000.0,4,2.25,1940,9144,1.0,0,4,7,1430,510,1956,98007,47.5942,-122.135,1460,9437,9.21,44.66,0,0
475000.0,4,2.75,1980,11443,1.0,0,5,7,1980,0,1952,98155,47.7707,-122.273,2080,15700,11.69,35.39,0,0
380000.0,3,1.0,1160,9375,1.0,0,3,7,1160,0,1967,98077,47.7419,-122.073,1160,9650,15.26,36.07,0,0
397500.0,3,2.0,2130,8225,1.0,0,4,8,2130,0,1987,98058,47.4396,-122.162,2580,8225,13.97,38.39,0,0
352000.0,5,2.5,2420,8560,1.0,0,3,7,1620,800,1978,98118,47.532,-122.285,2210,7040,5.57,32.06,0,0
420000.0,3,2.25,1770,8165,2.0,0,3,7,1770,0,1977,98034,47.7166,-122.236,1650,8165,8.84,42.27,0,0
503000.0,3,2.0,1260,2500,1.0,0,4,7,750,510,1987,98107,47.6748,-122.371,1710,5000,5.07,133.78,1,0
689000.0,2,1.75,2330,10143,1.0,0,4,7,1220,1110,1953,98146,47.4899,-122.359,2560,9750,8.13,55.24,0,0
749500.0,4,2.75,2490,3840,1.5,0,4,7,1610,880,1922,98103,47.6551,-122.344,1420,4000,3.42,118.4,0,0
563500.0,4,2.5,2800,12831,2.0,0,3,8,2800,0,2001,98019,47.7392,-121.966,2810,10235,19.34,36.05,0,0
480000.0,4,3.0,2440,9664,2.0,0,3,8,1890,550,1981,98028,47.7649,-122.253,2380,9609,11.56,39.66,0,0
374950.0,4,3.0,2540,8800,1.0,0,3,9,1620,920,1977,98023,47.3204,-122.387,2540,8800,19.9,33.06,0,0
308950.0,3,2.5,1600,6250,2.0,0,3,7,1600,0,1995,98038,47.3675,-122.02,1760,6110,21.99,39.36,0,0
237200.0,3,1.5,1220,9000,1.0,0,4,7,1220,0,1968,98042,47.3642,-122.109,1220,9472,19.69,23.21,0,0
453500.0,3,1.75,1550,7270,1.5,0,5,7,1550,0,1953,98125,47.72,-122.317,1050,7210,7.89,51.42,0,0
616500.0,3,2.0,2080,4549,1.0,0,5,7,1040,1040,1954,98115,47.6886,-122.309,1620,4549,5.79,93.0,0,0
396000.0,1,1.0,630,5150,1.0,0,4,5,630,0,1954,98117,47.6923,-122.369,1390,5150,6.19,68.51,0,0
210000.0,3,1.0,1070,8179,1.0,0,3,6,1070,0,1949,98146,47.5015,-122.349,1050,8177,7.27,22.71,0,0
539000.0,2,1.75,1900,5175,1.0,0,3,7,1200,700,1919,98116,47.5689,-122.386,1370,5175,3.6,76.18,0,0
437500.0,3,2.0,1490,4800,2.0,0,5,6,1490,0,1948,98117,47.6933,-122.361,1500,4800,6.16,69.55,0,0
215000.0,3,1.5,1500,15000,1.0,0,3,7,1500,0,1952,98031,47.3926,-122.208,1790,13905,15.84,13.03,0,0
440000.0,4,2.5,2410,4780,2.0,0,3,7,2410,0,2000,98065,47.5326,-121.879,2410,4025,21.71,61.2,0,0
335000.0,3,1.0,1120,9075,1.0,0,3,7,1120,0,1977,98077,47.7551,-122.072,1120,9705,15.87,32.86,0,0
359999.0,4,2.25,3220,7700,2.0,0,4,8,3220,0,1976,98023,47.3188,-122.38,2570,7700,19.97,32.97,0,0
280000.0,3,2.25,1610,10454,1.0,0,3,7,1610,0,1977,98148,47.4517,-122.331,1720,9583,10.67,23.21,0,0
1050000.0,4,2.75,2250,3433,1.5,0,3,8,1500,750,1927,98112,47.6382,-122.307,1970,3484,2.5,184.76,0,1
290000.0,1,2.0,1240,4800,2.0,0,3,6,1240,0,1910,98055,47.4778,-122.211,1030,4800,10.51,48.01,0,0
235000.0,2,2.25,1660,2748,2.0,0,3,7,1660,0,1995,98055,47.4333,-122.212,1620,3167,13.19,53.31,0,0
495000.0,3,1.75,2080,3000,1.0,0,4,7,1040,1040,1925,98103,47.6853,-122.35,1000,3193,5.52,97.44,0,0
290000.0,3,2.25,1880,7488,2.0,0,3,8,1880,0,1980,98032,47.3631,-122.277,2180,7344,16.98,30.96,0,0
230000.0,4,1.5,1050,9516,1.0,0,4,7,1050,0,1969,98031,47.4151,-122.181,1390,9600,14.96,21.77,0,0
234000.0,3,1.75,1480,8475,1.0,0,4,7,1480,0,1968,98023,47.3126,-122.361,1800,8800,20.32,23.51,0,0
597400.0,4,2.5,2420,4500,2.0,0,3,7,2420,0,2001,98053,47.6874,-122.037,2280,4500,14.83,86.33,0,0
370000.0,4,2.5,2190,17600,1.0,0,4,7,1110,1080,1966,98059,47.4712,-122.112,1820,17600,13.86,18.7,0,0
755000.0,4,2.5,2660,10452,2.0,0,3,9,2660,0,1993,98052,47.6972,-122.104,2890,9025,12.33,57.58,0,0
342000.0,3,2.5,2430,5715,2.0,0,3,7,2430,0,1999,98030,47.3718,-122.168,3040,5702,17.9,41.99,0,0
497000.0,2,1.0,770,3325,1.0,0,3,7,770,0,1918,98122,47.6102,-122.299,960,4800,1.57,121.37,0,0
730000.0,4,2.75,2920,4500,2.0,0,3,9,2920,0,1999,98006,47.5646,-122.124,2920,4505,10.11,98.38,0,0
655000.0,3,1.0,1370,5250,1.0,0,3,7,1070,300,1939,98109,47.6421,-122.348,2410,4200,2.59,98.94,0,0
205000.0,3,2.5,1870,3118,2.0,0,3,8,1870,0,1993,98038,47.3739,-122.056,1580,3601,20.57,41.1,0,0
632750.0,4,2.0,1800,4800,1.5,0,3,7,1800,0,1918,98112,47.6388,-122.302,1950,4800,2.65,95.87,0,0
330000.0,5,3.0,2100,7715,1.0,0,3,7,1250,850,2013,98168,47.4866,-122.319,2100,7959,8.28,33.62,0,0
527500.0,5,2.25,2530,8250,2.0,0,4,7,2530,0,1961,98007,47.6117,-122.134,2020,8250,9.23,48.93,0,0
388500.0,4,2.5,1890,5395,2.0,0,3,7,1890,0,2006,98065,47.5415,-121.883,2060,5395,21.39,53.33,0,0
530000.0,3,1.75,1680,7770,1.0,0,4,7,1680,0,1967,98005,47.6028,-122.167,1880,7770,7.69,56.08,0,0
419000.0,3,2.5,2170,4517,2.0,0,3,8,2170,0,2002,98059,47.4819,-122.14,2610,4770,12.4,62.66,0,0
385000.0,3,1.75,1200,7360,1.0,0,4,7,1200,0,1978,98052,47.6979,-122.13,1200,7500,11.33,44.98,0,0
655000.0,4,2.5,2990,5669,2.0,0,3,8,2990,0,2003,98074,47.6119,-122.011,3110,5058,14.95,75.64,0,0
262000.0,3,1.5,1700,9579,1.0,0,4,7,1100,600,1962,98023,47.3209,-122.338,1700,9628,19.7,23.23,0,0
533000.0,4,1.0,1550,4750,1.5,0,3,7,1550,0,1919,98117,47.6824,-122.389,1320,4750,5.89,84.6,0,0
640000.0,3,1.75,1680,8100,1.0,0,3,8,1680,0,1950,98177,47.7212,-122.364,1880,7750,8.08,65.44,0,0
458400.0,4,2.5,1910,10300,1.0,0,3,8,1910,0,1921,98177,47.7581,-122.359,1910,7750,10.56,37.54,0,0
620000.0,5,3.25,3160,10587,1.0,0,5,7,2190,970,1960,98034,47.7238,-122.165,2200,7761,11.24,45.1,0,0
465000.0,3,1.5,2020,11358,1.0,0,4,6,1190,830,1956,98033,47.6641,-122.185,2370,9520,7.93,34.76,0,0
690000.0,4,3.75,3210,7054,2.0,0,4,8,3210,0,1985,98052,47.7268,-122.103,2350,8020,13.52,67.23,0,0
369950.0,4,2.5,1910,10221,2.0,0,3,8,1910,0,1994,98038,47.381,-122.035,2210,8705,20.83,30.5,0,0
124500.0,2,1.0,840,6480,1.0,0,4,5,840,0,1954,98001,47.264,-122.258,1100,7300,23.88,17.01,0,0
950000.0,4,2.25,2620,10920,1.0,0,3,9,2620,0,1965,98005,47.6117,-122.164,2370,11907,7.83,70.16,0,0
418000.0,4,1.5,1220,10580,1.0,0,3,7,1220,0,1965,98008,47.6205,-122.116,1350,7800,10.11,35.42,0,0
160000.0,3,1.0,1060,8000,1.0,0,4,6,1060,0,1927,98002,47.305,-122.218,1060,4697,21.47,17.66,0,0
457000.0,4,2.5,2200,10800,1.0,0,3,8,1500,700,1964,98155,47.7711,-122.288,2280,10800,11.57,35.15,0,0
530000.0,2,1.75,2120,7680,1.0,0,5,6,1130,990,1948,98126,47.5304,-122.374,1220,7680,5.59,54.08,0,0
385000.0,3,1.0,1250,7300,1.0,0,4,7,1250,0,1956,98008,47.6032,-122.125,1540,7400,9.64,45.03,0,0
491000.0,3,1.75,1440,7800,1.0,0,4,7,1440,0,1958,98008,47.5996,-122.12,1440,7800,9.88,53.14,0,0
521000.0,4,2.25,1890,8034,1.0,0,4,8,1890,0,1967,98008,47.6338,-122.117,1920,7210,10.19,52.5,0,0
255000.0,3,1.0,1140,8528,1.0,0,5,7,1140,0,1967,98022,47.2098,-122.004,1140,8112,31.37,26.38,0,0
292050.0,5,3.0,2840,7199,1.0,0,3,7,1710,1130,2003,98178,47.5065,-122.275,2210,10800,7.38,29.09,0,0
326000.0,6,3.0,1880,7200,1.0,0,4,7,1880,0,1966,98056,47.5029,-122.188,1540,13022,9.8,35.9,0,0
300000.0,2,1.0,750,5120,1.0,0,4,6,750,0,1941,98126,47.5312,-122.375,930,7200,5.55,51.11,0,0
291600.0,3,1.75,1630,7480,1.0,0,3,7,1330,300,1979,98058,47.4514,-122.159,1940,7480,13.39,32.01,0,0
435000.0,5,1.5,1720,12551,1.0,0,3,7,1720,0,1967,98027,47.5241,-122.053,1560,12960,14.18,30.48,0,0
465000.0,3,2.5,1600,1311,3.0,0,3,8,1600,0,2005,98117,47.6903,-122.394,1390,1321,6.48,159.74,0,0
200000.0,3,2.25,1230,7420,1.5,0,5,7,1230,0,1913,98002,47.3184,-122.22,1260,7556,20.55,23.12,0,0
238000.0,3,1.5,1610,6132,1.0,0,4,7,1090,520,1959,98056,47.5017,-122.174,1650,6132,10.31,30.74,0,0
455000.0,4,2.5,1320,7000,1.0,0,4,7,1320,0,1956,98008,47.6007,-122.127,1550,8610,9.56,54.69,0,0
230000.0,6,3.0,2180,7220,2.0,0,3,7,2180,0,1980,98003,47.3046,-122.305,2260,7344,20.86,24.47,0,0
808000.0,4,2.25,2190,4104,2.0,0,5,8,1410,780,1928,98112,47.6419,-122.306,1990,3860,2.75,128.38,0,0
578500.0,3,1.0,1490,5700,1.5,0,3,7,1490,0,1916,98103,47.6549,-122.331,2290,5700,3.36,80.46,0,0
